_id,PX,MAIN_STREET,MIDBLOCK_ROUTE,SIDE1_STREET,SIDE2_STREET,PRIVATE_ACCESS,ADDITIONAL_INFO,ACTIVATIONDATE,SIGNALSYSTEM,NON_SYSTEM,CONTROL_MODE,PEDWALKSPEED,APS_OPERATION,NUMBEROFAPPROACHES,OBJECTID,GEO_ID,NODE_ID,AUDIBLEPEDSIGNAL,TRANSIT_PREEMPT,FIRE_PREEMPT,RAIL_PREEMPT,MI_PRINX,BICYCLE_SIGNAL,UPS,LED_BLANKOUT_SIGN,LPI_NORTH_IMPLEMENTATION_DATE,LPI_SOUTH_IMPLEMENTATION_DATE,LPI_EAST_IMPLEMENTATION_DATE,LPI_WEST_IMPLEMENTATION_DATE,LPI_COMMENT,geometry
2002,2047,WARDEN AVE,273m NORTH OF,FINCH AVE E,None,None,None,2006-01-18T14:41:00,TransSuite,None,PA - MPS,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,2,2002,105462,,1,,,,2002,,,,,,,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.3169400027544, 43.79917999751226]]}"
2003,2049,PASSMORE AVE,None,SILVER STAR BLVD,None,None,None,2006-04-25T18:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,3,2003,14173902,14173872,,,,,2003,,,,2022-03-04T05:00:00,,,2022-03-04T05:00:00,None,"{'type': 'MultiPoint', 'coordinates': [[-79.29810499999698, 43.81997199687933]]}"
2004,2051,KENNEDY RD,None,HAVENDALE RD,None,None,None,2005-11-29T16:45:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,3,2004,106061,13444492,1,,,,2004,,,,2022-11-16T05:00:00,2022-11-16T05:00:00,2022-11-16T05:00:00,2022-11-16T05:00:00,None,"{'type': 'MultiPoint', 'coordinates': [[-79.29170699637064, 43.791096995972595]]}"
2005,2052,BELLAMY RD N,None,NELSON ST,None,None,None,2005-11-17T17:20:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,2005,109978,13450508,1,,,,2005,,,,2020-12-17T05:00:00,2020-12-17T05:00:00,2020-12-17T05:00:00,2020-12-17T05:00:00,East West North South LPI,"{'type': 'MultiPoint', 'coordinates': [[-79.23107300359437, 43.746517996808755]]}"
2006,2053,WILLIAM KITCHEN RD,200m EAST OF,KENNEDY RD,PRIVATE ACCESS,KENNEDY COMMONS,None,2005-12-07T16:15:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,2006,20110483,,,,,,2006,,,,,,,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.28151999455271, 43.77302000390086]]}"
2007,2054,QUEENS PLATE DR,None,JANDA CRT,PRIVATE ACCESS,WOODBINE CENTRE ACCESS,None,2006-04-25T04:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,2007,14075748,13454905,,,,,2007,,,,,,,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.60110300488553, 43.722972999988485]]}"
2008,2055,MARTIN GROVE RD,None,LONGBOURNE DR,None,None,None,2006-04-26T04:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,3,2008,30092281,13462021,,,,,2008,,,,2022-11-14T05:00:00,2022-11-14T05:00:00,,2022-11-14T05:00:00,None,"{'type': 'MultiPoint', 'coordinates': [[-79.5660670022624, 43.68089400126441]]}"
2009,2056,QUEEN ST E,None,ELMER AVE,None,None,None,2005-08-18T17:20:00,TransSuite,None,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,3,2009,9980117,13463395,1,1,1,,2009,,,,,,,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.30351799535295, 43.66926200400858]]}"
2010,2057,KIPLING AVE,None,HAYHURST RD,NORTHCREST RD,None,None,2006-11-07T05:30:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,2010,60006264,13459962,1,,,,2010,,,,2019-12-05T05:00:00,2019-12-05T05:00:00,2023-04-19T04:00:00,2023-04-19T04:00:00,East & West: Crosswalk,"{'type': 'MultiPoint', 'coordinates': [[-79.55761300047233, 43.69206900400891]]}"
2011,2058,BELLAMY RD N,None,BENLEIGH DR,None,None,None,2006-08-01T19:30:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,3,2011,108952,13448088,1,,,,2011,,,,2020-12-17T05:00:00,2020-12-17T05:00:00,2020-12-17T05:00:00,2020-12-17T05:00:00,East West North South LPI,"{'type': 'MultiPoint', 'coordinates': [[-79.23752899441948, 43.763450996181085]]}"
2012,2059,VICTORIA PARK AVE,None,ROWENA DR,None,None,None,2005-12-21T16:05:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,3,2012,30099517,13449947,1,,,,2012,,,,2020-12-07T05:00:00,2020-12-07T05:00:00,,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.3130240052738, 43.751497997485636]]}"
2013,2060,YONGE ST,100m NORTH OF,BISHOP AVE,PRIVATE ACCESS,FINCH AVENUE GO TERMINAL,None,2006-05-10T04:00:00,SCOOT,None,SA1,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,2013,3563890,,,,,,2013,,,,,,,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.41624700403322, 43.78265900161805]]}"
2014,2062,STEELES AVE E,None,TAPSCOTT RD,None,None,None,2015-08-27T15:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,3,2014,4223571,13441616,1,,,,2014,,,,,2021-11-04T04:00:00,2019-12-04T05:00:00,2019-12-04T05:00:00,"North: None, South: Crosswalk","{'type': 'MultiPoint', 'coordinates': [[-79.24849000289564, 43.83724100250971]]}"
2015,2063,CALEDONIA RD,None,BENTWORTH AVE,None,None,None,2006-09-07T15:30:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,2015,444948,13455170,,,,,2015,,,,,,,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.4686309946463, 43.71956600281664]]}"
2016,2064,ALBION RD,None,SHENDALE DR,None,None,None,2006-08-29T14:05:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,3,2016,907647,13454866,1,,,,2016,,,,,,,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54754199863577, 43.7225499961763]]}"
2017,2065,BRIMLEY RD,None,SHEDIAC RD,FRASERTON GT,None,None,2007-10-25T14:45:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,2017,110051,13450206,1,,,,2017,,,,2022-01-20T05:00:00,2022-01-20T05:00:00,2022-01-20T05:00:00,2022-01-20T05:00:00,None,"{'type': 'MultiPoint', 'coordinates': [[-79.2534279976247, 43.748850996774735]]}"
2018,2066,ELLESMERE RD,None,DUNDALK DR,WYE VALLEY RD,None,None,2006-12-19T17:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,2018,108738,13447955,1,,,,2018,,,,,,2019-12-04T05:00:00,2019-12-04T05:00:00,North & South: Crosswalk,"{'type': 'MultiPoint', 'coordinates': [[-79.28383700048344, 43.76516799863332]]}"
2019,2067,WESTON RD,None,CARDELL AVE,PRIVATE ACCESS,None,None,2006-08-03T14:35:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,2019,446255,13456916,1,,,,2019,,,,,,,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.5346020054103, 43.70968400004937]]}"
2020,2068,MIDLAND AVE,None,GILDER DR,LORD ROBERTS DR,None,None,2006-08-09T16:10:00,TransSuite,None,SA2,0.9 m/s (FDW based on full crossing @ 1.1 m/s),Pushbutton Actuated,4,2020,111028,13452253,1,,,,2020,,,,2023-04-18T04:00:00,2023-04-18T04:00:00,2023-04-18T04:00:00,2023-04-18T04:00:00,Activated for 2023 Vision Zero - All Directions,"{'type': 'MultiPoint', 'coordinates': [[-79.25877399540653, 43.736044003378176]]}"
2021,2069,ASHTONBEE RD,None,HAKIMI AVE,PRIVATE ACCESS,None,None,2010-10-26T15:50:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,2021,20362192,20362193,1,,,,2021,,,,2021-04-01T04:00:00,2021-04-01T04:00:00,2021-04-01T04:00:00,2021-04-01T04:00:00,None,"{'type': 'MultiPoint', 'coordinates': [[-79.29207100427351, 43.729972001108514]]}"
2022,2070,LEBOVIC AVE,300m SOUTH OF,EGLINTON AVE E,PRIVATE ACCESS,None,None,2009-10-20T14:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,2022,14187336,,1,,,,2022,,,,,,,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.29026999937432, 43.724290001143814]]}"
2023,2071,MARTIN GROVE RD,None,VULCAN ST,PRIVATE ACCESS,None,None,2009-09-22T14:40:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,2023,908213,13457727,1,,,,2023,,,,,2019-07-29T04:00:00,,,"Norht & East: None, West: Crosswalk","{'type': 'MultiPoint', 'coordinates': [[-79.57717000013399, 43.70524199762754]]}"
2024,2072,ALBION RD,None,CODLIN CRES,CLAIREPORT CRES,None,None,2006-06-21T04:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,2024,7062996,13451185,1,,,,2024,,,,2023-01-19T05:00:00,2023-01-19T05:00:00,2023-01-19T05:00:00,2023-01-19T05:00:00,LPI is in all directions.,"{'type': 'MultiPoint', 'coordinates': [[-79.63245999582425, 43.74775899902928]]}"
2025,2074,SHEPPARD AVE E,None,CONLINS RD,None,None,None,2007-01-18T15:20:00,SCATS,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,3,2025,104503,13442883,,,,,2025,,,,,,,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.19015300546005, 43.804162996415386]]}"
2026,2075,BATHURST ST,None,DOUGLAS AVE,COVINGTON RD,None,None,2007-06-08T15:45:00,TransSuite,None,SA2,0.9 m/s (FDW based on full crossing @ 1.1 m/s),Pushbutton Actuated,4,2026,444758,,1,1,,,2026,,,,2021-12-31T05:00:00,2021-12-31T05:00:00,,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.43013999948002, 43.72088000065561]]}"
2027,2076,AVENUE RD,26m SOUTH OF,ROE AVE,None,None,None,2006-11-17T20:00:00,SCOOT,None,PA - MPS,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,2,2027,443480,,1,,,,2027,,,,,,,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.41937000107235, 43.732179999157985]]}"
2028,2078,THE POND RD,None,SENTINEL RD,PRIVATE ACCESS,YORK UNIVERSITY,None,2007-09-13T14:55:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,2028,5716519,13447680,1,,,,2028,,,,,,2020-07-27T04:00:00,2020-07-27T04:00:00,NS Leading Pedestrian Interval - NSWK comes up 5 seconds before NS vehicle green,"{'type': 'MultiPoint', 'coordinates': [[-79.50249199711268, 43.770011002104944]]}"
2029,2079,SHOREHAM DR,None,THE POND RD,IAN MACDONALD BLVD,None,None,2007-08-08T16:25:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,2029,5853716,13447313,1,,,,2029,,,,,,,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.51139900336229, 43.77244200097123]]}"
2030,2080,SHOREHAM DR,None,MURRAY ROSS PKWY,PRIVATE ACCESS,YORK UNIVERSITY,None,2007-08-08T17:30:00,TransSuite,None,SA2,0.9 m/s (FDW based on full crossing @ 1.1 m/s),Pushbutton Actuated,4,2030,5853716,13447414,1,,,,2030,,,,,,2018-10-16T04:00:00,2018-10-16T04:00:00,North & South: Crosswalk,"{'type': 'MultiPoint', 'coordinates': [[-79.51371699506356, 43.771883997864386]]}"
2031,2081,KING ST W,None,JOE SHUSTER WAY,None,None,None,2006-12-07T18:30:00,TransSuite,None,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,3,2031,30100482,20056886,1,1,,,2031,,,,,,,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.42355299686238, 43.639723001767436]]}"
2032,2082,ISLINGTON AVE,None,GOLFDOWN DR,None,None,None,2007-04-18T15:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,3,2032,8237441,13455052,1,,,,2032,,,,2021-01-05T05:00:00,2021-01-05T05:00:00,2021-01-05T05:00:00,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.55813600513086, 43.72148700219499]]}"
2033,2083,BLOOR ST W,None,WALMER RD,ROBERT ST,None,None,2007-04-03T14:30:00,TransSuite,None,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,2033,1143142,13464161,1,,,,2033,,,,,,,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.40535400040903, 43.66635799798935]]}"
2034,2084,DUNDAS ST W,None,GILMOUR AVE,None,None,None,2007-03-08T15:40:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,2034,8006517,13464453,1,,,,2034,,,,,,,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.47895699683892, 43.66556299700446]]}"
2035,2085,JARVIS ST,170m NORTH OF,DUNDAS ST E,None,None,None,2007-04-17T14:45:00,TransSuite,None,PA - MPS,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,2,2035,2597802,,1,,,,2035,,,,,,,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.37511000620225, 43.658569998283184]]}"
2036,2086,DUPONT ST,None,HOWLAND AVE,None,None,None,2007-02-28T17:30:00,TransSuite,None,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,2036,1141581,13462937,1,,,,2036,,,,2019-12-05T05:00:00,2019-12-05T05:00:00,2019-12-05T05:00:00,2019-12-05T05:00:00,None,"{'type': 'MultiPoint', 'coordinates': [[-79.41184299422554, 43.67368800050213]]}"
2037,2087,QUEEN ST W,None,ST PATRICK ST,None,None,None,2007-03-09T16:23:00,TransSuite,None,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,3,2037,1145369,13466676,1,1,,,2037,,,,2018-10-16T04:00:00,,,,"South: None, East & West: Crosswalk","{'type': 'MultiPoint', 'coordinates': [[-79.3886429956073, 43.6504209964087]]}"
2038,2088,QUEEN ST W,None,PORTLAND ST,None,None,None,2007-02-22T17:30:00,TransSuite,None,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,3,2038,8031928,13467150,1,1,,,2038,,,,,,2019-09-03T04:00:00,2019-09-03T04:00:00,"North: None, South: Crosswalk","{'type': 'MultiPoint', 'coordinates': [[-79.40141299724898, 43.64770900033012]]}"
2039,2089,LAKE SHORE BLVD W,25m EAST OF,BUDAPEST LANE,None,None,None,2007-06-28T14:05:00,SCATS,None,PA - MPS,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,1,2039,30007496,,1,,,,2039,,,,,,,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.44752999928038, 43.63703999591569]]}"
2040,2090,SHEPPARD AVE W,33m WEST OF,BUCKLAND RD,None,None,None,2007-07-05T18:25:00,TransSuite,None,PA - MPS,0.9 m/s (FDW based on full crossing @ 1.1 m/s),Pushbutton Actuated,2,2040,10257867,,1,,,,2040,,,,,,,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.5037800061222, 43.74103999931705]]}"
2041,2091,MIDLAND AVE,175m NORTH OF,MCNICOLL AVE,PRIVATE ACCESS,None,None,2007-05-03T15:40:00,TransSuite,None,SA2,0.9 m/s (FDW based on full crossing @ 1.1 m/s),Pushbutton Actuated,3,2041,20050383,,1,,,,2041,,,,,,,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.29287999696294, 43.816079998398116]]}"
2042,2092,SHEPPARD AVE E,None,HERONS HILL WAY,None,None,210m EAST OF YORKLAND RD,2011-02-16T17:40:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,3,2042,30013029,30013028,1,,,,2042,,,,2021-04-09T04:00:00,2021-04-09T04:00:00,2019-12-04T05:00:00,2019-12-04T05:00:00,Pedestrian crossing East/West  on  North/South crosswalks have LPI implemented as part of 2020 Sheppard Ave East Signal Coordination Study,"{'type': 'MultiPoint', 'coordinates': [[-79.33514200339701, 43.775522004377585]]}"
2043,2093,BIRCHMOUNT RD,None,RANSTONE GDNS,None,None,None,2007-03-08T16:45:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,3,2043,111078,13451881,1,,,,2043,1,,,2020-12-02T05:00:00,2020-12-02T05:00:00,2020-12-02T05:00:00,2020-12-02T05:00:00,None,"{'type': 'MultiPoint', 'coordinates': [[-79.28125400407235, 43.73868100232447]]}"
2044,2095,MCNICOLL AVE,None,INNISLAWN RD,None,None,None,2007-09-19T17:30:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,3,2044,104380,13442771,1,,,,2044,,,,,,,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.3165709994719, 43.80737700268353]]}"
2045,2096,BREMNER BLVD,None,NAVY WHARF CRT,None,None,None,2007-04-05T14:15:00,TransSuite,None,FT,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,2045,12763895,13468106,1,,,,2045,,,,2021-08-19T04:00:00,2021-08-19T04:00:00,2021-08-19T04:00:00,2021-08-19T04:00:00,None,"{'type': 'MultiPoint', 'coordinates': [[-79.39149499580351, 43.640745999123375]]}"
2046,2097,DUPONT ST,None,EDWIN AVE,None,None,None,2007-04-11T14:45:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,2046,8312902,13464529,1,,,,2046,,,,,,,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45549499922383, 43.66484700093503]]}"
2047,2098,CORPORATE DR,None,LEE CENTRE DR,None,None,None,2007-03-30T15:15:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,3,2047,12706462,13445715,1,,,,2047,,,,2021-08-18T04:00:00,2021-08-18T04:00:00,2021-08-18T04:00:00,2021-08-18T04:00:00,None,"{'type': 'MultiPoint', 'coordinates': [[-79.24702699880673, 43.78053800088226]]}"
2048,2099,DANFORTH RD,None,NESTON AVE,TYNE CRT,None,None,2007-06-07T15:25:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,2048,111170,13452647,1,,,,2048,,,,2022-01-21T05:00:00,2022-01-21T05:00:00,2022-01-21T05:00:00,2022-01-21T05:00:00,None,"{'type': 'MultiPoint', 'coordinates': [[-79.24865599808531, 43.73334900042324]]}"
2049,2100,BIRCHMOUNT RD,None,MODERN RD,None,None,None,2007-07-12T14:45:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,3,2049,4889825,13451008,1,,,,2049,,,,2020-12-02T05:00:00,2020-12-02T05:00:00,2020-12-02T05:00:00,2020-12-02T05:00:00,None,"{'type': 'MultiPoint', 'coordinates': [[-79.28345700482019, 43.74409499908734]]}"
2050,2101,BRIMLEY RD,None,BERNADINE ST,APPLEFIELD DR,None,None,2007-07-18T14:25:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,2050,108322,13447415,1,,,,2050,,,,2021-07-05T04:00:00,2021-07-05T04:00:00,2021-07-05T04:00:00,2021-07-05T04:00:00,None,"{'type': 'MultiPoint', 'coordinates': [[-79.26078200073285, 43.76832700133455]]}"
2051,2102,BIRCHMOUNT RD,None,VAUXHALL DR,None,None,None,2007-07-24T14:45:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,3,2051,7171584,13448803,1,,,,2051,,,,2020-12-02T05:00:00,2020-12-02T05:00:00,2020-12-02T05:00:00,2020-12-02T05:00:00,None,"{'type': 'MultiPoint', 'coordinates': [[-79.2895190015538, 43.758959002800545]]}"
2052,2103,MIDLAND AVE,35m SOUTH OF,NORBURY CRES,None,None,None,2007-10-25T13:45:00,TransSuite,None,PA - MPS,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,2,2052,30122712,,1,,,,2052,,,,,,,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.26652999529263, 43.75562000175484]]}"
2053,2104,KINGSTON RD,None,QUEENSBURY AVE,None,None,None,2007-08-15T14:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,3,2053,3177769,13460471,1,,,,2053,,,,,,,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.27438999389973, 43.685400999252956]]}"
2054,2105,LESLIE ST,60m SOUTH OF,FRANCINE DR,None,None,None,2008-01-18T18:30:00,TransSuite,None,PA - MPS,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,2,2054,436356,,1,,,,2054,,,,,,,,Ped signal (no L or R turns),"{'type': 'MultiPoint', 'coordinates': [[-79.37137999999507, 43.80412000067097]]}"
2055,2106,FINCH AVE W,30m WEST OF,ENDELL ST,None,None,None,2008-04-30T04:20:00,TransSuite,None,PA - MPS,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,2,2055,11129595,,1,1,,,2055,,,,,,,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.43792800028577, 43.77479300293454]]}"
2056,2107,PARKWOODS VILLAGE DR,45m NORTH OF,BROOKBANKS DR,None,None,None,2008-01-11T18:05:00,TransSuite,None,PA - MPS,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,2,2056,5040647,,1,,,,2056,,,,,,,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.32401999792869, 43.76121000112388]]}"
2057,2108,LAWRENCE AVE W,None,BROOKHAVEN DR,None,None,None,2007-10-17T16:30:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,3,2057,9796859,13457705,1,,,,2057,,,,2021-01-26T05:00:00,2021-01-26T05:00:00,2021-01-26T05:00:00,2021-01-26T05:00:00,None,"{'type': 'MultiPoint', 'coordinates': [[-79.49668200322591, 43.704364999938186]]}"
2058,2109,SHEPPARD AVE E,None,GREENBRIAR RD,PRIVATE ACCESS,None,None,2007-09-12T14:15:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,2058,30134604,13447653,1,,,,2058,,,,2021-01-15T05:00:00,2021-01-15T05:00:00,2021-01-15T05:00:00,2021-01-15T05:00:00,None,"{'type': 'MultiPoint', 'coordinates': [[-79.38032400084919, 43.76840900283954]]}"
2059,2110,MORNINGSIDE AVE,120m SOUTH OF,KINGSTON RD,PRIVATE ACCESS,None,None,2007-11-27T15:40:00,SCATS,None,SA2,0.9 m/s (FDW based on full crossing @ 1.1 m/s),Pushbutton Actuated,4,2059,9135170,,1,,,,2059,,,,2021-02-09T05:00:00,2021-02-09T05:00:00,2021-02-09T05:00:00,2021-02-09T05:00:00,None,"{'type': 'MultiPoint', 'coordinates': [[-79.18642999930692, 43.76954000418728]]}"
2060,2111,LAWRENCE AVE E,None,BAYVIEW LAWRENCE RAMP,LAWRENCE BAYVIEW N RAMP,None,YORK UNIVERSITY GLENDON ACCESS,2009-06-23T02:50:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,2060,12675242,13453898,,,,,2060,,,,,,2021-02-04T05:00:00,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.38163599771795, 43.7274820015359]]}"
2061,2112,LESLIE ST,None,COLDWATER RD,FARMSTEAD RD,None,None,2007-08-14T13:55:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,2061,30103151,13449536,1,,,,2061,,,,,,,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.36040799649247, 43.75484700380527]]}"
2062,2113,LAKE SHORE BLVD W,None,PARKSIDE DR,None,None,PARKSIDE DR E/B,1949-03-01T05:00:00,SCATS,None,PA - MPS,1.0 m/s (FDW based on full crossing @1.2m/s),None,1,2062,60000049,14177831,,,,,2062,,,,,,,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.4533719980611, 43.63794800399825]]}"
2063,2114,LAKE SHORE BLVD W,50m EAST OF,BRITISH COLUMBIA RD,None,None,EB LAKE SHORE BLVD W,1979-06-20T04:00:00,SCATS,None,PA - MPS,1.0 m/s (FDW based on full crossing @1.2m/s),None,1,2063,1147552,,,,,,2063,,,,,,,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.42940999630267, 43.63131999744999]]}"
2064,2115,FINCH AVE E,None,SCOTTFIELD DR,TIFFIELD RD,None,None,2011-09-09T15:40:00,TransSuite,None,SA2,0.9 m/s (FDW based on full crossing @ 1.1 m/s),Pushbutton Actuated,4,2064,7553256,13442417,1,1,,,2064,,,,2022-11-24T05:00:00,2022-11-24T05:00:00,2022-11-24T05:00:00,2022-11-24T05:00:00,None,"{'type': 'MultiPoint', 'coordinates': [[-79.25291499406516, 43.810853997650085]]}"
2065,2116,FINCH AVE W,200m EAST OF,CHESSWOOD DR,None,None,None,2009-03-03T16:15:00,TransSuite,None,PA - MPS,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,2,2065,9171301,,1,1,,,2065,,,,,,,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.475179993831, 43.76703999904687]]}"
2066,2117,SPADINA CRES,20m SOUTH OF,RUSSELL ST,None,None,EAST INTERSECTION,2007-11-28T17:10:00,TransSuite,None,PA - MPS,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,1,2066,1143986,13465201,1,1,,,2066,,,,,,,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.39991999948413, 43.65980199600996]]}"
2067,2118,SPADINA AVE,28 NORTH OF,WELLINGTON ST W,None,None,None,2007-12-21T16:20:00,TransSuite,None,PA - MPS,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,2,2067,30064114,30064112,1,1,,,2067,1,,,,,,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.39457499818772, 43.6442820009563]]}"
2068,2119,KIPLING AVE,None,PENLEA AVE,None,None,None,2007-09-26T15:45:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,2068,906945,13452175,1,,,,2068,,,,2023-04-18T04:00:00,2023-04-18T04:00:00,2023-04-18T04:00:00,2023-04-18T04:00:00,"East & West: Crosswalk LPIs
North & South: Crosswalk LPIs","{'type': 'MultiPoint', 'coordinates': [[-79.58099799381182, 43.74097499758145]]}"
2069,2120,KIPLING AVE,None,HENLEY CRES,None,None,None,2007-08-02T15:25:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,3,2069,907374,13453828,1,,,,2069,,,,2023-04-18T04:00:00,2023-04-18T04:00:00,2023-04-18T04:00:00,2023-04-18T04:00:00,None,"{'type': 'MultiPoint', 'coordinates': [[-79.57584199983455, 43.730519002436345]]}"
